track,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,,mode,speechiness,tempo,time_signature,track_href,,valence,,,,,song_id,,,,,,
"Baby, I'm Back",0.0443,0.9,219920,0.371,7nbLDEX5VrZt70uvYDQ4cQ,0,9,0.0957,-5.433,,0,0.114,100.015,4,https://api.spotify.com/v1/tracks/7nbLDEX5VrZt70uvYDQ4cQ,,0.788,,,1/1/05,,7nbLDEX5VrZt70uvYDQ4cQ,,,,,,
"One, Two Step",0.042,0.944,203786,0.511,7uKcScNXuO3MWw6LowBjW1,0.00107,5,0.0379,-10.96,,0,0.161,113.046,4,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,,0.842,,,9/24/04,,7uKcScNXuO3MWw6LowBjW1,,,,,,
Wait (The Whisper Song),0.00112,0.933,179160,0.513,5Y78yINSOCW6xbOfGWNBg4,0.00248,7,0.107,-13.203,,1,0.347,102.017,4,https://api.spotify.com/v1/tracks/5Y78yINSOCW6xbOfGWNBg4,,0.595,,,6/28/05,,5Y78yINSOCW6xbOfGWNBg4,,,,,,
Hate It Or Love It,0.122,0.807,206400,0.785,2wGSgTmgSF3xjRrHkTc25R,0,9,0.123,-4.947,,1,0.204,99.975,4,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,,0.424,,,2005,,2wGSgTmgSF3xjRrHkTc25R,,,,,,
Sugar (Gimme Some) [feat. Cee-Lo & Ludacris],0.144,0.822,245106,0.673,7x6SuiiH3fcrsAgfkp2OwQ,0,4,0.323,-6.141,,0,0.228,120.02,4,https://api.spotify.com/v1/tracks/7x6SuiiH3fcrsAgfkp2OwQ,,0.85,,,10/26/04,,7x6SuiiH3fcrsAgfkp2OwQ,,,,,,
Since U Been Gone,0.00165,0.662,188960,0.741,3xrn9i8zhNZsTtcoWgQEAd,0.0303,0,0.114,-5.406,,1,0.0334,131,4,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,,0.404,,,1/17/04,,3xrn9i8zhNZsTtcoWgQEAd,,,,,,
Candy Shop,0.0253,0.614,209106,0.574,5D2mYZuzcgjpchVY1pmTPh,3.20E-05,11,0.38,-7.961,,1,0.466,125.173,5,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,,0.755,,,2005,,5D2mYZuzcgjpchVY1pmTPh,,,,,,
Live Like You Were Dying,0.492,0.416,300333,0.546,7B1QliUMZv7gSTUGAfMRRD,0,7,0.0845,-7.728,,1,0.0297,159.929,4,https://api.spotify.com/v1/tracks/7B1QliUMZv7gSTUGAfMRRD,,0.418,,,8/17/04,,7B1QliUMZv7gSTUGAfMRRD,,,,,,
Disco Inferno,0.206,0.925,214226,0.659,69bHJ9qs5FrUJbKP8xU8uZ,7.88E-05,3,0.279,-4.763,,1,0.231,97.018,4,https://api.spotify.com/v1/tracks/69bHJ9qs5FrUJbKP8xU8uZ,,0.71,,,2005,,69bHJ9qs5FrUJbKP8xU8uZ,,,,,,
Rich Girl - Remastered,0.5,0.597,144333,0.643,5E3P9e1hvjyIOlFyqNB5eD,0,5,0.0435,-6.303,,1,0.134,167.963,4,https://api.spotify.com/v1/tracks/5E3P9e1hvjyIOlFyqNB5eD,,0.823,,,4/25/05,,5E3P9e1hvjyIOlFyqNB5eD,,,,,,
Obsesion (No Es Amor) (feat. Baby Bash) - Featuring Baby Bash,0.098,0.649,225293,0.51,6LpYKfPDviJJDWNDOrtnoA,0,8,0.3,-8.329,,1,0.0432,75.039,4,https://api.spotify.com/v1/tracks/6LpYKfPDviJJDWNDOrtnoA,,0.557,,,3/29/05,,6LpYKfPDviJJDWNDOrtnoA,,,,,,
I Don't Want to Be - Stripped Version,0.142,0.545,244333,0.582,4bgCdwNpbU3sCJ3mupBW8S,0,8,0.144,-7.377,,1,0.0368,147.082,4,https://api.spotify.com/v1/tracks/4bgCdwNpbU3sCJ3mupBW8S,,0.536,,,7/21/04,,4bgCdwNpbU3sCJ3mupBW8S,,,,,,
Beautiful Soul,0.0759,0.66,214226,0.666,1HwpWwa6bnqqRhK8agG4RS,0,9,0.0268,-4.342,,1,0.0472,89.975,4,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,,0.933,,,1/1/04,,1HwpWwa6bnqqRhK8agG4RS,,,,,,
Drop It Like It's Hot,0.187,0.881,266066,0.622,2NBQmPrOEEjA8VbeWOQGxO,0,1,0.103,-4.149,,1,0.215,91.989,4,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,,0.633,,,1/1/04,,2NBQmPrOEEjA8VbeWOQGxO,,,,,,
Lovers And Friends,0.0541,0.675,260600,0.501,41PWz0hAiU9FqsmjR9Wh62,0,10,0.429,-6.183,,1,0.22,139.861,4,https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62,,0.532,,,11/16/04,,41PWz0hAiU9FqsmjR9Wh62,,,,,,
Bring Em Out,0.0298,0.759,216706,0.891,3CcvahnsiArpTHYQEWV2Au,0,11,0.141,-2.983,,1,0.257,98.579,4,https://api.spotify.com/v1/tracks/3CcvahnsiArpTHYQEWV2Au,,0.587,,,11/29/04,,3CcvahnsiArpTHYQEWV2Au,,,,,,
Cry Baby / Piece of My Heart,0.0204,0.318,310836,0.762,77BSmEnh9i8zuEU75rqP0n,0,4,0.415,-5.329,,1,0.0444,84.14,4,https://api.spotify.com/v1/tracks/77BSmEnh9i8zuEU75rqP0n,,0.481,,,11/15/06,,77BSmEnh9i8zuEU75rqP0n,,,,,,
Daughters,0.837,0.674,237906,0.413,5FPnjikbwlDMULCCCa6ZCJ,1.91E-05,2,0.098,-7.816,,1,0.0274,124.895,3,https://api.spotify.com/v1/tracks/5FPnjikbwlDMULCCCa6ZCJ,,0.503,,,9/9/03,,5FPnjikbwlDMULCCCa6ZCJ,,,,,,
"One, Two Step",0.042,0.944,203786,0.511,7uKcScNXuO3MWw6LowBjW1,0.00107,5,0.0379,-10.96,,0,0.161,113.046,4,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,,0.842,,,9/24/04,,7uKcScNXuO3MWw6LowBjW1,,,,,,
Lose My Breath,0.00727,0.814,242013,0.899,4dvQg9sD8k9y4qiEURuj8v,0.219,1,0.0979,-5.958,,1,0.0637,119.011,4,https://api.spotify.com/v1/tracks/4dvQg9sD8k9y4qiEURuj8v,,0.545,,,11/16/04,,4dvQg9sD8k9y4qiEURuj8v,,,,,,
Charlene,0.536,0.556,246773,0.346,0xiuSFBOEHWaJ6rSuUbJWc,0,0,0.106,-9.809,,0,0.311,123.869,4,https://api.spotify.com/v1/tracks/0xiuSFBOEHWaJ6rSuUbJWc,,0.451,,,7/15/03,,0xiuSFBOEHWaJ6rSuUbJWc,,,,,,
On The Way Down,0.00184,0.5,213280,0.845,1GwVi2ceNb8dMFA3DZGnnY,0,1,0.106,-5.015,,1,0.0369,95.199,4,https://api.spotify.com/v1/tracks/1GwVi2ceNb8dMFA3DZGnnY,,0.539,,,6/8/04,,1GwVi2ceNb8dMFA3DZGnnY,,,,,,
Lean Back,0.129,0.698,247426,0.922,2Ozc0me9PV5vlt8cokwdvI,0,1,0.106,-3.359,,1,0.517,126.594,5,https://api.spotify.com/v1/tracks/2Ozc0me9PV5vlt8cokwdvI,,0.691,,,1/1/04,,2Ozc0me9PV5vlt8cokwdvI,,,,,,
Oye Mi Canto,0.185,0.677,240973,0.946,3J6vrRMz6EfwH2sgYiyNhc,3.56E-06,6,0.274,-2.887,,1,0.0553,96.011,4,https://api.spotify.com/v1/tracks/3J6vrRMz6EfwH2sgYiyNhc,,0.948,,,7/18/06,,3J6vrRMz6EfwH2sgYiyNhc,,,,,,
My Happy Ending,0.00136,0.414,242413,0.936,6sqNctd7MlJoKDOxPVCAvU,0,2,0.369,-2.407,,1,0.0758,170.229,4,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,,0.74,,,2004,,6sqNctd7MlJoKDOxPVCAvU,,,,,,
The Diary of Jane - Single Version,5.86E-05,0.391,200546,0.963,0faXHILILebCGnJBPU6KJJ,0.0689,10,0.14,-4.378,,0,0.0773,167.065,4,https://api.spotify.com/v1/tracks/0faXHILILebCGnJBPU6KJJ,,0.364,,,1/1/06,,0faXHILILebCGnJBPU6KJJ,,,,,,
Locked Up,0.0355,0.823,235066,0.567,0YUrjFy4qFKOO5NhM9tYdV,0,7,0.103,-4.392,,1,0.103,89.979,4,https://api.spotify.com/v1/tracks/0YUrjFy4qFKOO5NhM9tYdV,,0.372,,,1/1/06,,0YUrjFy4qFKOO5NhM9tYdV,,,,,,
If I Ain't Got You,0.603,0.609,228706,0.445,3XVBdLihbNbxUwZosxcGuJ,6.77E-06,7,0.104,-9.129,,1,0.106,118.393,3,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,,0.166,,,12/2/03,,3XVBdLihbNbxUwZosxcGuJ,,,,,,
This Love,0.0556,0.714,206200,0.859,6ECp64rv50XVz93WvxXMGF,0,5,0.118,-4.634,,0,0.0372,95.034,4,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,,0.755,,,2002,,6ECp64rv50XVz93WvxXMGF,,,,,,
Dip It Low,0.0111,0.791,201000,0.725,4L55p6txv9vuCWhpNnY6eY,0.000191,11,0.0882,-4.244,,0,0.076,84.57,4,https://api.spotify.com/v1/tracks/4L55p6txv9vuCWhpNnY6eY,,0.554,,,1/1/04,,4L55p6txv9vuCWhpNnY6eY,,,,,,
Yeah!,0.0183,0.894,250373,0.791,5rb9QrpfcKFHM1EUbSIurX,0,2,0.0388,-4.699,,1,0.112,105.018,4,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,,0.583,,,3/19/04,,5rb9QrpfcKFHM1EUbSIurX,,,,,,
Slow Motion,0.679,0.733,197854,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92E-05,7,0.11,-7.834,,0,0.0388,94.947,4,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,,0.291,,,6/23/15,,4NYwy0R3NdvORX2B6OZXBT,,,,,,
Jesus Walks,0.578,0.427,193733,0.844,62r62ArmWq38cu6QCVgyTc,0,3,0.284,-4.597,,0,0.427,85.346,4,https://api.spotify.com/v1/tracks/62r62ArmWq38cu6QCVgyTc,,0.716,,,2/13/04,,62r62ArmWq38cu6QCVgyTc,,,,,,
Move Ya Body,0.0234,0.876,232000,0.71,2ndnVdR8si7CW9T8vJRHyW,0.000161,11,0.0573,-6.446,,0,0.0446,121.072,4,https://api.spotify.com/v1/tracks/2ndnVdR8si7CW9T8vJRHyW,,0.828,,,1/1/04,,2ndnVdR8si7CW9T8vJRHyW,,,,,,
Confessions Part II - Confessions Special Edition Version,0.0586,0.845,211200,0.467,7wBThXx7BGZHJJ3aN3OPvv,0,1,0.0694,-7.674,,1,0.138,138.007,4,https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv,,0.702,,,3/19/04,,7wBThXx7BGZHJJ3aN3OPvv,,,,,,
Freek-A-Leek,0.0744,0.756,235186,0.691,4MeDnO5yA2Zi6IMlVApRci,0,2,0.364,-3.718,,1,0.178,104.999,4,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,,0.632,,,2004,,4MeDnO5yA2Zi6IMlVApRci,,,,,,
Naughty Girl,0.237,0.588,208573,0.461,0YGQ3hZcRLC5YX7o0hdmHg,1.54E-05,6,0.0913,-8.686,,0,0.161,200.053,4,https://api.spotify.com/v1/tracks/0YGQ3hZcRLC5YX7o0hdmHg,,0.659,,,6/24/03,,0YGQ3hZcRLC5YX7o0hdmHg,,,,,,
Here Without You,0.0537,0.536,238560,0.55,3NLrRZoMF0Lx6zTlYqeIo4,0,10,0.134,-6.733,,0,0.0248,144.018,4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,,0.234,,,1/1/02,,3NLrRZoMF0Lx6zTlYqeIo4,,,,,,
My Immortal,0.862,0.186,262533,0.29,4UzVcXufOhGUwF56HT7b8M,0,9,0.13,-9.008,,1,0.0333,68.992,4,https://api.spotify.com/v1/tracks/4UzVcXufOhGUwF56HT7b8M,,0.0776,,,1/1/03,,4UzVcXufOhGUwF56HT7b8M,,,,,,
Overnight Celebrity,0.182,0.828,233360,0.792,2tOZtdbkAMQASWokLvSlzj,0,10,0.281,-5.435,,0,0.179,134.199,4,https://api.spotify.com/v1/tracks/2tOZtdbkAMQASWokLvSlzj,,0.777,,,1/27/04,,2tOZtdbkAMQASWokLvSlzj,,,,,,
Tipsy - Radio Mix,0.0484,0.925,243026,0.748,2lVDc57IMK6nypg2iuEWVR,0,11,0.101,-5.572,,0,0.278,92.978,4,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,,0.615,,,1/25/04,,2lVDc57IMK6nypg2iuEWVR,,,,,,
Red Roses (feat. Landon Cube),0.547,0.691,262544,0.683,3ZhTT6yjZwpPph5MIJ53XY,0,0,0.221,-7.335,,1,0.0954,140.002,4,https://api.spotify.com/v1/tracks/3ZhTT6yjZwpPph5MIJ53XY,,0.456,,,12/12/17,,3ZhTT6yjZwpPph5MIJ53XY,,,,,,
Dirt Off Your Shoulder / Lying From You,0.0104,0.557,244693,0.905,7dvd3b2oz7AFgXrPBIIYxR,0,11,0.111,-4.506,,1,0.267,160.013,4,https://api.spotify.com/v1/tracks/7dvd3b2oz7AFgXrPBIIYxR,,0.799,,,11/30/04,,7dvd3b2oz7AFgXrPBIIYxR,,,,,,
100 Years,0.544,0.643,244600,0.569,0B5KeB25moPkcQUnbDvj3t,2.17E-05,7,0.178,-7.459,,1,0.0276,120.507,4,https://api.spotify.com/v1/tracks/0B5KeB25moPkcQUnbDvj3t,,0.275,,,2/3/04,,0B5KeB25moPkcQUnbDvj3t,,,,,,
The Way You Move (feat. Sleepy Brown) - Club Mix,0.126,0.871,234000,0.597,5z7mYFfhw6N6f23VwrokJD,0.000115,5,0.0638,-4.932,,0,0.0464,125.999,4,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,,0.635,,,2003,,5z7mYFfhw6N6f23VwrokJD,,,,,,
Are You Gonna Be My Girl,0.00148,0.613,213800,0.953,305WCRhhS10XUcH6AEwZk6,0.000582,2,0.152,-3.435,,1,0.0855,105.046,4,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,,0.537,,,9/15/03,,305WCRhhS10XUcH6AEwZk6,,,,,,
Hey Ya! - Radio Mix / Club Mix,0.103,0.728,235213,0.974,2PpruBYCo4H7WOBJ7Q2EwM,0.000532,4,0.175,-2.261,,0,0.0665,79.526,4,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,,0.965,,,2003,,2PpruBYCo4H7WOBJ7Q2EwM,,,,,,
Splash Waterfalls,0.119,0.711,290760,0.843,2T8hXV9LUZMDBKR5RALGEa,0,5,0.225,-6.12,,0,0.393,145.989,4,https://api.spotify.com/v1/tracks/2T8hXV9LUZMDBKR5RALGEa,,0.683,,,1/1/03,,2T8hXV9LUZMDBKR5RALGEa,,,,,,
First Day Of My Life,0.915,0.468,188800,0.201,5OiaAaIMYlCZONyDBxqk4G,8.28E-05,4,0.0952,-17.024,,1,0.0388,94.422,4,https://api.spotify.com/v1/tracks/5OiaAaIMYlCZONyDBxqk4G,,0.383,,,1/25/05,,5OiaAaIMYlCZONyDBxqk4G,,,,,,
Salt Shaker,0.0509,0.884,252440,0.697,4Kd0FzFpOgIGxlBl4HXuFn,0,11,0.094,-6.022,,1,0.128,101.965,4,https://api.spotify.com/v1/tracks/4Kd0FzFpOgIGxlBl4HXuFn,,0.322,,,9/16/03,,4Kd0FzFpOgIGxlBl4HXuFn,,,,,,
Slow Jamz,0.369,0.569,316053,0.744,32UioUCnMFsr2UN7SvDyXj,0,2,0.256,-5.757,,0,0.181,145.063,4,https://api.spotify.com/v1/tracks/32UioUCnMFsr2UN7SvDyXj,,0.59,,,2/13/04,,32UioUCnMFsr2UN7SvDyXj,,,,,,
F**k It (I Don't Want You Back - F**ked Dub,0.0036,0.736,365110,0.901,07OZcJGDIIK1uEzhsYE9Pq,0.000127,10,0.0234,-3.88,,0,0.0434,126.972,4,https://api.spotify.com/v1/tracks/07OZcJGDIIK1uEzhsYE9Pq,,0.62,,,7/26/04,,07OZcJGDIIK1uEzhsYE9Pq,,,,,,
Through The Wire,0.00865,0.571,221226,0.739,4mmkhcEm1Ljy1U9nwtsxUo,5.21E-06,7,0.158,-6.11,,1,0.247,83.089,4,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,,0.66,,,2/10/04,,4mmkhcEm1Ljy1U9nwtsxUo,,,,,,
Suga Suga,0.657,0.701,239026,0.75,6Nq5lE0CeOAAAqN4qhkbZU,3.13E-06,5,0.0845,-3.191,,0,0.274,82.531,4,https://api.spotify.com/v1/tracks/6Nq5lE0CeOAAAqN4qhkbZU,,0.515,,,1/1/03,,6Nq5lE0CeOAAAqN4qhkbZU,,,,,,
Read Your Mind,0.277,0.75,263506,0.391,6cR1U61DMpYbS2TtNTlSvo,5.99E-06,8,0.0759,-7.087,,0,0.0831,146.191,4,https://api.spotify.com/v1/tracks/6cR1U61DMpYbS2TtNTlSvo,,0.711,,,1/1/03,,6cR1U61DMpYbS2TtNTlSvo,,,,,,
You Don't Know My Name,0.589,0.263,366733,0.663,6LGwYMXXgURfaequXipzHx,0.00451,9,0.342,-8.264,,1,0.19,167.271,4,https://api.spotify.com/v1/tracks/6LGwYMXXgURfaequXipzHx,,0.25,,,12/2/03,,6LGwYMXXgURfaequXipzHx,,,,,,
Why Don't You & I (feat. Chad Kroeger),0.136,0.495,274360,0.894,43LdgobPlcCc5g9Kmactvy,0,10,0.106,-4.89,,1,0.102,168.062,4,https://api.spotify.com/v1/tracks/43LdgobPlcCc5g9Kmactvy,,0.777,,,9/30/02,,43LdgobPlcCc5g9Kmactvy,,,,,,
Bring Me To Life,0.00895,0.316,235893,0.945,0COqiPhxzoWICwFCS4eZcp,1.85E-06,4,0.396,-3.169,,0,0.124,189.931,4,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,,0.32,,,1/1/03,,0COqiPhxzoWICwFCS4eZcp,,,,,,
Stand Up,0.358,0.745,213760,0.841,2CtCwQhY0ZLvr8L2l8Bo6e,0,6,0.111,-4.774,,1,0.357,97.909,4,https://api.spotify.com/v1/tracks/2CtCwQhY0ZLvr8L2l8Bo6e,,0.767,,,1/1/03,,2CtCwQhY0ZLvr8L2l8Bo6e,,,,,,
Get Low,0.0301,0.521,334066,0.625,0r2Bul2NuCViraT2zX1l5j,0,1,0.121,-7.47,,1,0.067,101.019,4,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,,0.136,,,10/29/02,,0r2Bul2NuCViraT2zX1l5j,,,,,,
Walked Outta Heaven,0.573,0.67,270880,0.616,06ZDLodo1UDVavc3MXREZ3,0,10,0.0535,-6.123,,1,0.225,120.129,4,https://api.spotify.com/v1/tracks/06ZDLodo1UDVavc3MXREZ3,,0.523,,,10/7/03,,06ZDLodo1UDVavc3MXREZ3,,,,,,
Milkshake - Radio Mix,0.00862,0.891,182626,0.77,2s0ouHqJebHfiQ6C1GUFJd,0.0315,1,0.155,-6.124,,1,0.0439,112.997,4,https://api.spotify.com/v1/tracks/2s0ouHqJebHfiQ6C1GUFJd,,0.819,,,12/9/03,,2s0ouHqJebHfiQ6C1GUFJd,,,,,,
Step In the Name of Love - Remix,0.2,0.775,432146,0.53,7lrAsaTw9CTh5uSr0fvHOd,0,1,0.231,-6.564,,0,0.119,94.985,4,https://api.spotify.com/v1/tracks/7lrAsaTw9CTh5uSr0fvHOd,,0.775,,,2003,,7lrAsaTw9CTh5uSr0fvHOd,,,,,,
Wat Da Hook Gon Be - Dirty,0.102,0.929,224666,0.595,6njG8EYG1lrROn8P6q46eq,0,10,0.149,-7.035,,0,0.315,94.997,4,https://api.spotify.com/v1/tracks/6njG8EYG1lrROn8P6q46eq,,0.897,,,1/1/03,,6njG8EYG1lrROn8P6q46eq,,,,,,
Headstrong,0.000172,0.492,285569,0.896,1AEYT6VxrxXPMoQUxsY0E4,2.78E-06,4,0.189,-5.819,,0,0.117,184.981,4,https://api.spotify.com/v1/tracks/1AEYT6VxrxXPMoQUxsY0E4,,0.534,,,11/5/02,,1AEYT6VxrxXPMoQUxsY0E4,,,,,,
Holidae In,0.0893,0.81,314400,0.791,0FmCLEHfINGqwlyzvklNqy,0,7,0.0838,-5.909,,1,0.181,153.067,4,https://api.spotify.com/v1/tracks/0FmCLEHfINGqwlyzvklNqy,,0.948,,,1/1/03,,0FmCLEHfINGqwlyzvklNqy,,,,,,
So Far Away,0.012,0.407,243573,0.896,6FOpPA0a80RuBqqgDozvja,0,6,0.196,-2.935,,1,0.063,138.697,3,https://api.spotify.com/v1/tracks/6FOpPA0a80RuBqqgDozvja,,0.156,,,5/13/03,,6FOpPA0a80RuBqqgDozvja,,,,,,
Harder To Breathe,0.0563,0.666,173693,0.892,4V9JDRqKjN8F2HWdlEDxvI,0,1,0.0493,-4.793,,0,0.0482,149.902,4,https://api.spotify.com/v1/tracks/4V9JDRqKjN8F2HWdlEDxvI,,0.967,,,2002,,4V9JDRqKjN8F2HWdlEDxvI,,,,,,
Shake Ya Tailfeather - Radio,0.152,0.721,295173,0.726,4TJduXYW1Pg96EDNnfiwxJ,0,10,0.163,-7.062,,0,0.272,87.655,4,https://api.spotify.com/v1/tracks/4TJduXYW1Pg96EDNnfiwxJ,,0.885,,,1/1/03,,4TJduXYW1Pg96EDNnfiwxJ,,,,,,
Right Thurr,0.15,0.866,250746,0.749,0l3GEbH3CviUytD6iX4wzg,0,2,0.0591,-3.977,,1,0.253,92.077,4,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,,0.891,,,1/1/03,,0l3GEbH3CviUytD6iX4wzg,,,,,,
Into You,0.0162,0.623,244453,0.734,2meEiZKWkiN28gITzFwQo5,1.90E-06,9,0.145,-5.95,,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5,,0.372,,,5/20/16,,2meEiZKWkiN28gITzFwQo5,,,,,,
Where Is The Love?,0.104,0.835,272533,0.706,3CNqo3gYrfexdrtjFmC9he,0,5,0.137,-3.219,,1,0.193,94.086,4,https://api.spotify.com/v1/tracks/3CNqo3gYrfexdrtjFmC9he,,0.843,,,2003,,3CNqo3gYrfexdrtjFmC9he,,,,,,
Crazy In Love,0.00249,0.646,236133,0.77,5IVuqXILoxVWvWEPm82Jxr,0,2,0.0715,-6.596,,0,0.226,99.165,4,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,,0.681,,,6/24/03,,5IVuqXILoxVWvWEPm82Jxr,,,,,,
Drift Away,0.181,0.583,255560,0.66,0RFgvrhkf9FiDRLA0BhzpZ,0,11,0.0979,-5.078,,1,0.0377,151.956,4,https://api.spotify.com/v1/tracks/0RFgvrhkf9FiDRLA0BhzpZ,,0.861,,,7/9/02,,0RFgvrhkf9FiDRLA0BhzpZ,,,,,,
Frontin' (feat. Jay-Z) - Club Mix,0.453,0.894,236506,0.404,0iFOG4Ki9aDmJUYUFHQlPG,1.57E-06,9,0.0801,-5.913,,0,0.13,102.009,4,https://api.spotify.com/v1/tracks/0iFOG4Ki9aDmJUYUFHQlPG,,0.759,,,8/18/03,,0iFOG4Ki9aDmJUYUFHQlPG,,,,,,
P.I.M.P.,0.0485,0.673,249466,0.785,2D1hlMwWWXpkc3CZJ5U351,3.65E-06,10,0.0397,-2.894,,0,0.351,84.607,4,https://api.spotify.com/v1/tracks/2D1hlMwWWXpkc3CZJ5U351,,0.85,,,1/1/03,,2D1hlMwWWXpkc3CZJ5U351,,,,,,
The Remedy (I Won't Worry),0.04,0.589,256440,0.867,4tK4ARuilOrBzwVQK73E0Y,0,10,0.306,-4.523,,1,0.0385,94.519,4,https://api.spotify.com/v1/tracks/4tK4ARuilOrBzwVQK73E0Y,,0.795,,,10/15/02,,4tK4ARuilOrBzwVQK73E0Y,,,,,,
Forever And For Always - Pop Red Edit,0.179,0.483,243493,0.79,3IvywxLUIb30oVLH8DWfh6,0,6,0.165,-4.737,,1,0.0371,85.992,4,https://api.spotify.com/v1/tracks/3IvywxLUIb30oVLH8DWfh6,,0.565,,,1/1/04,,3IvywxLUIb30oVLH8DWfh6,,,,,,
Bring Me To Life,0.00895,0.316,235893,0.945,0COqiPhxzoWICwFCS4eZcp,1.85E-06,4,0.396,-3.169,,0,0.124,189.931,4,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,,0.32,,,1/1/03,,0COqiPhxzoWICwFCS4eZcp,,,,,,
"Never Leave You - Uh Ooh, Uh Oooh! - DJ Kazzanova Reggaeton Mix",0.0347,0.839,192426,0.834,7z8aFQ2vr0fbdkuWBH3e6V,0.129,4,0.0837,-3.743,,0,0.0503,99.994,4,https://api.spotify.com/v1/tracks/7z8aFQ2vr0fbdkuWBH3e6V,,0.778,,,1/1/03,,7z8aFQ2vr0fbdkuWBH3e6V,,,,,,
Magic Stick,0.117,0.849,359973,0.499,0aULRU35N9kTj6O1xMULRR,4.97E-05,2,0.268,-7.872,,1,0.271,92.982,4,https://api.spotify.com/v1/tracks/0aULRU35N9kTj6O1xMULRR,,0.504,,,3/3/03,,0aULRU35N9kTj6O1xMULRR,,,,,,
Get Busy,0.615,0.735,211666,0.824,7C86DVl6REN8VPeGEMOf9q,0,10,0.158,-4.143,,0,0.036,100.202,4,https://api.spotify.com/v1/tracks/7C86DVl6REN8VPeGEMOf9q,,0.726,,,11/12/02,,7C86DVl6REN8VPeGEMOf9q,,,,,,
Miss Independent,0.522,0.673,232000,0.683,34ceTg8ChN5HjrqiIYCn9Q,0,1,0.235,-5.693,,1,0.115,171.86,4,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,,0.713,,,1/1/08,,34ceTg8ChN5HjrqiIYCn9Q,,,,,,
Rock Wit U (Awww Baby),0.433,0.712,209120,0.805,6pWzCKTrKrwbUPzY8RLCoP,0,4,0.179,-3.142,,0,0.0739,94.973,4,https://api.spotify.com/v1/tracks/6pWzCKTrKrwbUPzY8RLCoP,,0.851,,,1/1/03,,6pWzCKTrKrwbUPzY8RLCoP,,,,,,
When I'm Gone,0.0529,0.535,281133,0.73,42YNobZ4HN3tRVEA47wLT6,0,1,0.253,-5.574,,1,0.355,74.89,4,https://api.spotify.com/v1/tracks/42YNobZ4HN3tRVEA47wLT6,,0.723,,,12/6/05,,42YNobZ4HN3tRVEA47wLT6,,,,,,
21 Questions,0.388,0.547,224426,0.807,41bIQPBE1lFN0mmw6Lmssz,9.11E-05,6,0.0436,-4.083,,0,0.36,79.823,3,https://api.spotify.com/v1/tracks/41bIQPBE1lFN0mmw6Lmssz,,0.919,,,1/1/03,,41bIQPBE1lFN0mmw6Lmssz,,,,,,
Ignition - Remix,0.061,0.795,186066,0.523,5dNfHmqgr128gMY2tc5CeJ,0,1,0.0914,-7.165,,1,0.0423,133.024,4,https://api.spotify.com/v1/tracks/5dNfHmqgr128gMY2tc5CeJ,,0.855,,,2003,,5dNfHmqgr128gMY2tc5CeJ,,,,,,
I Know What You Want,0.0142,0.648,324306,0.759,0YImOCkIJ2PWhCXaURCZnY,0,6,0.648,-4.315,,1,0.306,85.996,4,https://api.spotify.com/v1/tracks/0YImOCkIJ2PWhCXaURCZnY,,0.518,,,1/1/02,,0YImOCkIJ2PWhCXaURCZnY,,,,,,
