,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
Millidelphia (feat. Swizz Beatz),1dQ84P0W0lOckT02lPEhhP,0.0854,0.851,215839,0.702,0.0,1,0.374,-4.172,1,0.268,126.94,0.179,https://api.spotify.com/v1/tracks/1dQ84P0W0lOckT02lPEhhP
Mob Ties,7txPE73wHbuXYkM1h8zNrG,0.0443,0.755,205147,0.575,0.00127,4,0.276,-8.392,0,0.0673,85.994,0.493,https://api.spotify.com/v1/tracks/7txPE73wHbuXYkM1h8zNrG
Shoot,7obgTzX2scK82GZOD3MFbg,0.0273,0.765,196613,0.421,1.5e-05,10,0.126,-12.2,1,0.406,127.129,0.193,https://api.spotify.com/v1/tracks/7obgTzX2scK82GZOD3MFbg
Powerglide (feat. Juicy J),2yUbCEiaolfSMluDo9RMmG,0.0149,0.712,332301,0.829,0.0,1,0.122,-4.707,0,0.141,173.953,0.593,https://api.spotify.com/v1/tracks/2yUbCEiaolfSMluDo9RMmG
WIN,6UbcfmCWnSFRVaqJCaZziJ,0.0137,0.874,214693,0.59,0.0,1,0.599,-2.977,1,0.12,126.033,0.332,https://api.spotify.com/v1/tracks/6UbcfmCWnSFRVaqJCaZziJ
Poke It Out (with Nicki Minaj),2rPSFKzGeqUWwfcCFVkkq3,0.097,0.894,269813,0.59,9.06e-06,9,0.329,-5.716,1,0.221,147.009,0.575,https://api.spotify.com/v1/tracks/2rPSFKzGeqUWwfcCFVkkq3
Up Now (feat. G-Eazy and Rich The Kid),01TreyTchXP0J1Mn6wcVHt,0.00294,0.956,198088,0.544,0.0,1,0.104,-6.41,1,0.0822,104.011,0.127,https://api.spotify.com/v1/tracks/01TreyTchXP0J1Mn6wcVHt
same squad,0YCl0i8CTDqtISiphhLIE8,0.0146,0.918,151054,0.419,4.67e-06,7,0.195,-9.129,0,0.104,96.036,0.756,https://api.spotify.com/v1/tracks/0YCl0i8CTDqtISiphhLIE8
POWER,0ZUI0mFegSJZ3lRPO7rPuT,0.0112,0.933,172893,0.486,0.0,1,0.101,-7.963,1,0.0687,100.006,0.417,https://api.spotify.com/v1/tracks/0ZUI0mFegSJZ3lRPO7rPuT
Pull Up (feat. NAV),0WnV4YotgHecDIzfihlcjn,0.484,0.828,193575,0.37,0.0,7,0.119,-7.441,0,0.26,149.964,0.549,https://api.spotify.com/v1/tracks/0WnV4YotgHecDIzfihlcjn
All Of A Sudden,0XOMoQbYxYPVLxwK4VDmNA,0.000142,0.759,169187,0.732,0.0016,1,0.0626,-5.546,1,0.118,140.005,0.379,https://api.spotify.com/v1/tracks/0XOMoQbYxYPVLxwK4VDmNA
Kung Fu,3i01Zk9c0FQ5HA1WJjflXI,0.0227,0.876,199680,0.608,1.16e-05,8,0.107,-6.019,1,0.109,124.983,0.258,https://api.spotify.com/v1/tracks/3i01Zk9c0FQ5HA1WJjflXI
Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V,0.12,0.916,195591,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.057,0.327,https://api.spotify.com/v1/tracks/1RagpNpkD3KcjXMLGMe99V
Drug Addicts,6tpHfEM8eaETzlPOARYWfZ,0.0121,0.932,175775,0.481,0.000497,1,0.097,-9.499,0,0.162,142.078,0.197,https://api.spotify.com/v1/tracks/6tpHfEM8eaETzlPOARYWfZ
Nice For What,1cTZMwcBJT0Ka3UJPXOeeN,0.0934,0.567,210926,0.913,0.000124,8,0.114,-6.471,1,0.0736,93.35,0.792,https://api.spotify.com/v1/tracks/1cTZMwcBJT0Ka3UJPXOeeN
Icey,0GpaZjcvRnIqVrtLqrzRdp,0.146,0.942,148252,0.517,7.11e-06,7,0.118,-7.176,1,0.311,120.148,0.419,https://api.spotify.com/v1/tracks/0GpaZjcvRnIqVrtLqrzRdp
Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,0.0739,0.909,276147,0.628,0.0,2,0.108,-5.456,1,0.201,145.905,0.406,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP
Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,0.595,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL
Wow Freestyle (feat. Kendrick Lamar),12rbR0qoFJQ7rRGzgXrzHy,0.0355,0.782,175213,0.633,0.0,8,0.0615,-4.644,1,0.341,150.055,0.749,https://api.spotify.com/v1/tracks/12rbR0qoFJQ7rRGzgXrzHy
Esskeetit,44KKhCyI0BGS6LvVyDqJtH,0.022,0.932,181714,0.506,0.0,11,0.0933,-7.755,1,0.161,139.974,0.696,https://api.spotify.com/v1/tracks/44KKhCyI0BGS6LvVyDqJtH
Clout (feat. 21 Savage),5gZhBSqu6foVqcB1hSAkb3,0.136,0.88,200235,0.728,5.42e-05,10,0.338,-6.939,0,0.205,160.976,0.715,https://api.spotify.com/v1/tracks/5gZhBSqu6foVqcB1hSAkb3
Stir Fry,2UVbBKQOdFAekPTRsnkzcf,0.00299,0.815,190288,0.816,0.0,2,0.159,-5.474,1,0.269,181.967,0.498,https://api.spotify.com/v1/tracks/2UVbBKQOdFAekPTRsnkzcf
Guatemala (feat. Slim Jxmmi) - From Swaecation,6sTDhYVVXU3HSDuG7mBLRU,0.185,0.849,256341,0.699,0.00118,4,0.0954,-5.193,0,0.0574,100.989,0.0778,https://api.spotify.com/v1/tracks/6sTDhYVVXU3HSDuG7mBLRU
Big Shot (with Travis Scott),5cXg9IQS34FzLVdHhp7hu7,0.00759,0.855,221827,0.478,0.0,1,0.101,-9.116,1,0.193,130.018,0.284,https://api.spotify.com/v1/tracks/5cXg9IQS34FzLVdHhp7hu7
