,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_href
In The Air Tonight - 2015 Remastered,18AXbzPzBS8Y3AkgSxzJPb,0.551,0.446,336453,0.239,4.1e-06,0,0.0697,-13.945,1,0.0316,189.507,0.298,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb
Let's Dance - Single Version [Remastered],0F1O42piteiHP3dRvKUz6p,0.00773,0.643,248587,0.627,0.00259,8,0.123,-10.972,1,0.0405,114.477,0.725,https://api.spotify.com/v1/tracks/0F1O42piteiHP3dRvKUz6p
Walk Of Life,4tyl9OMKMG8F2L0RUYQMH3,0.405,0.461,249960,0.918,0.00033,4,0.126,-8.507,1,0.0959,172.435,0.802,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3
The Best - Edit,2W2ieVidLIx9TDvxu0ZT6F,0.0149,0.681,250133,0.83,0.00376,0,0.214,-6.088,1,0.0271,103.777,0.817,https://api.spotify.com/v1/tracks/2W2ieVidLIx9TDvxu0ZT6F
Material Girl,22sLuJYcvZOSoLLRYev1s5,0.333,0.742,240280,0.883,7.51e-06,0,0.0964,-3.419,1,0.0329,136.506,0.978,https://api.spotify.com/v1/tracks/22sLuJYcvZOSoLLRYev1s5
Don't You Want Me - 2002 - Remaster,5lmYpa6EaVAKAlwxMf7q5c,0.184,0.734,238000,0.744,0.0,9,0.181,-8.103,0,0.0391,117.651,0.961,https://api.spotify.com/v1/tracks/5lmYpa6EaVAKAlwxMf7q5c
She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,0.164,0.796,218907,0.693,1.77e-05,2,0.0408,-6.02,1,0.0413,108.8,0.954,https://api.spotify.com/v1/tracks/0Zt9fqRK58Y0onY1VwaKp7
All Night Long (All Night) - Single Version,5a9BgulCg84pm4kgwGGArI,0.134,0.741,260427,0.576,0.00795,1,0.0502,-12.044,1,0.0487,108.787,0.764,https://api.spotify.com/v1/tracks/5a9BgulCg84pm4kgwGGArI
It's Raining Men,4caiYv89C9GZdDD1RzshWd,0.461,0.66,211533,0.927,5.73e-05,5,0.699,-5.867,0,0.156,136.247,0.458,https://api.spotify.com/v1/tracks/4caiYv89C9GZdDD1RzshWd
The Boys Of Summer,7KY40pRBPKQSaSe0j5nKUK,0.399,0.516,288333,0.776,0.00128,6,0.21,-6.409,1,0.0412,177.399,0.859,https://api.spotify.com/v1/tracks/7KY40pRBPKQSaSe0j5nKUK
Paradise City,3YBZIN3rekqsKxbJc9FZko,0.0169,0.273,405640,0.952,0.0112,11,0.142,-8.762,1,0.0841,100.269,0.475,https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko
True,6eDYgjKl4vUgRusxb7THDu,0.506,0.744,328293,0.545,0.0977,0,0.0649,-9.361,1,0.0297,97.409,0.346,https://api.spotify.com/v1/tracks/6eDYgjKl4vUgRusxb7THDu
(I've Had) The Time of My Life,1UvTPXlImVd4jcucK4qJwb,0.0874,0.7,289067,0.781,0.00342,6,0.059,-8.255,0,0.0507,108.695,0.385,https://api.spotify.com/v1/tracks/1UvTPXlImVd4jcucK4qJwb
"Take My Breath Away - Love Theme from ""Top Gun""",15MJ5NThPjj6xhPcts8MiY,0.0613,0.497,255733,0.719,0.0,6,0.411,-9.397,1,0.0266,95.769,0.547,https://api.spotify.com/v1/tracks/15MJ5NThPjj6xhPcts8MiY
Our House,0BTsVL5VMdq5zGNRSTHozJ,0.0267,0.524,190840,0.802,3.83e-06,0,0.224,-5.13,1,0.0432,121.35,0.712,https://api.spotify.com/v1/tracks/0BTsVL5VMdq5zGNRSTHozJ
The Look,0ZfM5XfJTtFPhOxAERRnNY,0.0531,0.634,237320,0.838,8.34e-06,2,0.0522,-5.363,1,0.0413,95.011,0.541,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY
Broken Wings,78FHUZRbFDCG6VkRAQdFLm,0.134,0.286,343933,0.5,4.57e-05,1,0.108,-14.281,0,0.0357,99.162,0.443,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm
Invisible Touch - Remastered 2007,480dDrqG7LO6qDaphHeXlM,0.202,0.623,210133,0.94,0.00184,0,0.0472,-5.731,1,0.0365,131.037,0.837,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM
If I Could Turn Back Time,0eHZ7dpv4iT7bMEYDoILIa,0.243,0.658,239827,0.575,0.0,11,0.122,-10.365,1,0.0267,108.329,0.504,https://api.spotify.com/v1/tracks/0eHZ7dpv4iT7bMEYDoILIa
You Make My Dreams,4o6BgsqLIBViaGVbx5rbRk,0.234,0.751,190627,0.501,0.112,5,0.0467,-12.151,1,0.0552,167.058,0.902,https://api.spotify.com/v1/tracks/4o6BgsqLIBViaGVbx5rbRk
